,Unnamed: 0,LMPType,Facility ID,Temperature Req,Generator,Modules,Facility Demand,Profit,Annualized Capital Cost,Fixed Cost,Variable Cost,Fuel Cost,Start-Up Cost,Electric Wholesale Revenues,Industry,NGBE_Cost,Energy Breakeven Price [$/GJ]
461,2,SPP_2021_HubAVG.csv,1003096,233,iMSR,1,18.20918282,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,90.6659896,106.7103184
462,3,SPP_2021_HubAVG.csv,1003096,233,Microreactor,1,18.20918282,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,11.33460869,13.34039045
463,4,SPP_2021_HubAVG.csv,1003096,233,PBR-HTGR,1,18.20918282,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,60.94880861,71.73436041
465,1,SPP_2021_HubAVG.csv,1002047,450,HTGR,1,35.08537818,-129962596.7,-99121276.32,-26896000,0,-3863320.42,-82000,0,Ethyl Alcohol,89.72597557,117.4588139
466,2,SPP_2021_HubAVG.csv,1002047,450,iMSR,1,35.08537818,-61541537.47,-46484735.72,-11985000,-135413.3616,-2865888.386,-70500,0,Ethyl Alcohol,42.48818218,55.62058762
467,3,SPP_2021_HubAVG.csv,1002047,450,Microreactor,2,35.08537818,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Ethyl Alcohol,10.5778014,13.84722761
468,4,SPP_2021_HubAVG.csv,1002047,450,PBR-HTGR,1,35.08537818,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,28.43964051,37.22987042
469,0,SPP_2021_HubAVG.csv,1002047,233,iPWR,1,15.92759407,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,75.37032714,88.70792284
470,1,SPP_2021_HubAVG.csv,1002047,233,HTGR,1,15.92759407,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,219.7116373,258.5919911
471,2,SPP_2021_HubAVG.csv,1002047,233,iMSR,1,15.92759407,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,103.65367,121.9963096
472,3,SPP_2021_HubAVG.csv,1002047,233,Microreactor,1,15.92759407,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,12.95826355,15.25136864
473,4,SPP_2021_HubAVG.csv,1002047,233,PBR-HTGR,1,15.92759407,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,69.67957581,82.01013142
475,1,SPP_2021_HubAVG.csv,1002082,450,HTGR,1,21.75742833,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,144.607316,189.3030833
476,2,SPP_2021_HubAVG.csv,1002082,450,iMSR,1,21.75742833,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,68.22159808,89.30778346
477,3,SPP_2021_HubAVG.csv,1002082,450,Microreactor,2,21.75742833,-15324649.42,-11772577.42,-3542022,0,0,-10050,0,Ethyl Alcohol,17.06117577,22.33450746
478,4,SPP_2021_HubAVG.csv,1002082,450,PBR-HTGR,1,21.75742833,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,45.8609137,60.03577554
479,0,SPP_2021_HubAVG.csv,1002082,233,iPWR,1,9.849621972,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,121.879599,143.4475141
480,1,SPP_2021_HubAVG.csv,1002082,233,HTGR,1,9.849621972,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,355.2905667,418.1630805
481,2,SPP_2021_HubAVG.csv,1002082,233,iMSR,1,9.849621972,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,167.6159334,197.2773882
482,3,SPP_2021_HubAVG.csv,1002082,233,Microreactor,1,9.849621972,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,20.95450591,24.66263268
483,4,SPP_2021_HubAVG.csv,1002082,233,PBR-HTGR,1,9.849621972,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,112.6772177,132.6166717
485,1,SPP_2021_HubAVG.csv,1012036,450,HTGR,1,9.963014269,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,315.7963271,413.4038309
486,2,SPP_2021_HubAVG.csv,1012036,450,iMSR,1,9.963014269,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,148.9836801,195.0321103
487,3,SPP_2021_HubAVG.csv,1012036,450,Microreactor,1,9.963014269,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,18.62519476,24.38193926
488,4,SPP_2021_HubAVG.csv,1012036,450,PBR-HTGR,1,9.963014269,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,100.1519737,131.1073183
489,0,SPP_2021_HubAVG.csv,1012036,233,iPWR,1,4.523004332,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,265.4138462,312.3817009
490,1,SPP_2021_HubAVG.csv,1012036,233,HTGR,1,4.523004332,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,773.7064826,910.6222244
491,2,SPP_2021_HubAVG.csv,1012036,233,iMSR,1,4.523004332,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,365.0126021,429.6055354
492,3,SPP_2021_HubAVG.csv,1012036,233,Microreactor,1,4.523004332,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,45.63205043,53.70713598
493,4,SPP_2021_HubAVG.csv,1012036,233,PBR-HTGR,1,4.523004332,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,245.3740738,288.7956737
495,1,SPP_2021_HubAVG.csv,1005369,450,HTGR,1,35.11227423,-129963724.4,-99121276.32,-26896000,0,-3864448.116,-82000,0,Ethyl Alcohol,89.65802331,117.3698588
496,2,SPP_2021_HubAVG.csv,1005369,450,iMSR,1,35.11227423,-61542693.65,-46484735.72,-11985000,-135465.5262,-2866992.396,-70500,0,Ethyl Alcohol,42.45643379,55.57902631
497,3,SPP_2021_HubAVG.csv,1005369,450,Microreactor,2,35.11227423,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Ethyl Alcohol,10.56969879,13.83662061
498,4,SPP_2021_HubAVG.csv,1005369,450,PBR-HTGR,1,35.11227423,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,28.41785571,37.20135229
499,0,SPP_2021_HubAVG.csv,1005369,233,iPWR,1,15.94054167,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,75.30910809,88.63587041
500,1,SPP_2021_HubAVG.csv,1005369,233,HTGR,1,15.94054167,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,219.533178,258.3819515
502,3,SPP_2021_HubAVG.csv,1005369,233,Microreactor,1,15.94054167,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,12.94773829,15.23898081
503,4,SPP_2021_HubAVG.csv,1005369,233,PBR-HTGR,1,15.94054167,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,69.62297903,81.94351923
505,1,SPP_2021_HubAVG.csv,1002962,450,HTGR,1,58.71893101,-131224237.9,-99121276.32,-26896000,0,-5124961.62,-82000,0,Ethyl Alcohol,54.13297429,70.86459539
506,2,SPP_2021_HubAVG.csv,1002962,450,iMSR,1,58.71893101,-61785040.57,-46484735.72,-11985000,-146399.7857,-3098405.065,-70500,0,Ethyl Alcohol,25.48773051,33.36557309
507,3,SPP_2021_HubAVG.csv,1002962,450,Microreactor,4,58.71893101,-30659348.83,-23545154.83,-7084044,0,0,-30150,0,Ethyl Alcohol,12.64767674,16.55686773
508,4,SPP_2021_HubAVG.csv,1002962,450,PBR-HTGR,1,58.71893101,-41239718.43,-29455942.21,-8000000,0,-3743776.219,-40000,0,Ethyl Alcohol,17.01231916,22.27055006
509,0,SPP_2021_HubAVG.csv,1002962,233,iPWR,1,0.229834006,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,5223.195624,6147.49666
510,1,SPP_2021_HubAVG.csv,1002962,233,HTGR,1,0.229834006,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,15226.10961,17920.53461
512,3,SPP_2021_HubAVG.csv,1002962,233,Microreactor,1,0.229834006,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,898.0131578,1056.926312
513,4,SPP_2021_HubAVG.csv,1002962,233,PBR-HTGR,1,0.229834006,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,4828.824143,5683.336875
515,1,SPP_2021_HubAVG.csv,1003282,450,HTGR,1,29.19503862,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,107.7677394,141.0769932
516,2,SPP_2021_HubAVG.csv,1003282,450,iMSR,1,29.19503862,-61301728.28,-46484735.72,-11985000,-124593.6003,-2636898.958,-70500,0,Ethyl Alcohol,50.86155521,66.58203394
517,3,SPP_2021_HubAVG.csv,1003282,450,Microreactor,2,29.19503862,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Ethyl Alcohol,12.71195997,16.64101986
518,4,SPP_2021_HubAVG.csv,1003282,450,PBR-HTGR,1,29.19503862,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,34.17757229,44.74130349
519,0,SPP_2021_HubAVG.csv,1003282,233,iPWR,1,9.651604217,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,124.3801496,146.3905641
520,1,SPP_2021_HubAVG.csv,1003282,233,HTGR,1,9.651604217,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,362.5799083,426.7423501
521,2,SPP_2021_HubAVG.csv,1003282,233,iMSR,1,9.651604217,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,171.0548364,201.3248423
522,3,SPP_2021_HubAVG.csv,1003282,233,Microreactor,1,9.651604217,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,21.38442037,25.16862516
523,4,SPP_2021_HubAVG.csv,1003282,233,PBR-HTGR,1,9.651604217,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,114.988967,135.3375101
525,1,SPP_2021_HubAVG.csv,1005278,450,HTGR,1,3.182610909,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,988.5855995,1294.141315
526,2,SPP_2021_HubAVG.csv,1005278,450,iMSR,1,3.182610909,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,466.3864271,610.5388793
527,3,SPP_2021_HubAVG.csv,1005278,450,Microreactor,1,3.182610909,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,58.30529917,76.32651797
528,4,SPP_2021_HubAVG.csv,1005278,450,PBR-HTGR,1,3.182610909,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,313.5210591,410.4253146
529,0,SPP_2021_HubAVG.csv,1005278,233,iPWR,1,1.444866302,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,830.8505598,977.8785651
530,1,SPP_2021_HubAVG.csv,1005278,233,HTGR,1,1.444866302,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,2422.008021,2850.608572
531,2,SPP_2021_HubAVG.csv,1005278,233,iMSR,1,1.444866302,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,1142.634151,1344.83564
532,3,SPP_2021_HubAVG.csv,1005278,233,Microreactor,1,1.444866302,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,142.8464083,168.1246274
533,4,SPP_2021_HubAVG.csv,1005278,233,PBR-HTGR,1,1.444866302,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,768.1181277,904.0449497
535,1,SPP_2021_HubAVG.csv,1001723,450,HTGR,1,30.46355985,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,103.2802249,135.2024611
536,2,SPP_2021_HubAVG.csv,1001723,450,iMSR,1,30.46355985,-61345385.44,-46484735.72,-11985000,-126563.3332,-2678586.384,-70500,0,Ethyl Alcohol,48.77836268,63.85496051
537,4,SPP_2021_HubAVG.csv,1001723,450,PBR-HTGR,1,30.46355985,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,32.7543973,42.87824829
538,0,SPP_2021_HubAVG.csv,1001723,233,iPWR,1,13.83008239,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,86.80121652,102.1616319
539,1,SPP_2021_HubAVG.csv,1001723,233,HTGR,1,13.83008239,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,253.0337618,297.8108264
540,2,SPP_2021_HubAVG.csv,1001723,233,iMSR,1,13.83008239,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,119.3740958,140.498635
541,3,SPP_2021_HubAVG.csv,1001723,233,Microreactor,1,13.83008239,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,14.92355258,17.56443685
542,4,SPP_2021_HubAVG.csv,1001723,233,PBR-HTGR,1,13.83008239,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,80.24738881,94.44803339
544,1,SPP_2021_HubAVG.csv,1005353,450,HTGR,1,74.4495118,-130367313.5,-99121276.32,-26896000,0,-4268037.224,-82000,0,Ethyl Alcohol,42.41630496,55.52649431
545,2,SPP_2021_HubAVG.csv,1005353,450,iMSR,1,74.4495118,-61978386.26,-46484735.72,-11985000,-155123.197,-3283027.341,-70500,0,Ethyl Alcohol,20.16528577,26.39804732
546,4,SPP_2021_HubAVG.csv,1005353,450,PBR-HTGR,1,74.4495118,-41833810.62,-29455942.21,-8000000,0,-4337868.41,-40000,0,Ethyl Alcohol,13.61104728,17.81800042
547,0,SPP_2021_HubAVG.csv,1005353,233,iPWR,1,33.79916488,-44805001.45,-34345646.35,-8855000,-128200.3505,-1437654.755,-38500,0,Ethyl Alcohol,35.71510319,42.03527752
548,1,SPP_2021_HubAVG.csv,1005353,233,HTGR,1,33.79916488,-129912881.1,-99121276.32,-26896000,0,-3813604.808,-82000,0,Ethyl Alcohol,103.556563,121.8820184
549,2,SPP_2021_HubAVG.csv,1005353,233,iMSR,1,33.79916488,-61486274.29,-46484735.72,-11985000,-132919.9858,-2813118.579,-70500,0,Ethyl Alcohol,49.01213168,57.68535922
550,3,SPP_2021_HubAVG.csv,1005353,233,Microreactor,2,33.79916488,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Ethyl Alcohol,12.21296221,14.37417815
551,4,SPP_2021_HubAVG.csv,1005353,233,PBR-HTGR,1,33.79916488,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,32.83595919,38.64663781
553,1,SPP_2021_HubAVG.csv,1002909,450,HTGR,1,18.56637907,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,169.4613312,221.83907
554,2,SPP_2021_HubAVG.csv,1002909,450,iMSR,1,18.56637907,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,79.94701202,104.657332
555,4,SPP_2021_HubAVG.csv,1002909,450,PBR-HTGR,1,18.56637907,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,53.74314179,70.35427201
556,0,SPP_2021_HubAVG.csv,1002909,233,iPWR,1,8.428908287,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,142.4227118,167.6259532
557,1,SPP_2021_HubAVG.csv,1002909,233,HTGR,1,8.428908287,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,415.175685,488.6455191
558,2,SPP_2021_HubAVG.csv,1002909,233,iMSR,1,8.428908287,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,195.8680204,230.528988
559,3,SPP_2021_HubAVG.csv,1002909,233,Microreactor,1,8.428908287,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,24.48644056,28.81958143
560,4,SPP_2021_HubAVG.csv,1002909,233,PBR-HTGR,1,8.428908287,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,131.669246,154.9695451
562,1,SPP_2021_HubAVG.csv,1005476,450,HTGR,1,19.7748145,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,159.1055791,208.2825235
563,2,SPP_2021_HubAVG.csv,1005476,450,iMSR,1,19.7748145,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,75.06146418,98.26174082
564,3,SPP_2021_HubAVG.csv,1005476,450,Microreactor,2,19.7748145,-15341399.42,-11772577.42,-3542022,0,0,-26800,0,Ethyl Alcohol,18.79223911,24.60061429
565,4,SPP_2021_HubAVG.csv,1005476,450,PBR-HTGR,1,19.7748145,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,50.45890785,66.05493483
566,0,SPP_2021_HubAVG.csv,1005476,233,iPWR,1,8.977523148,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,133.719285,157.3823607
567,1,SPP_2021_HubAVG.csv,1005476,233,HTGR,1,8.977523148,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,389.8043719,458.7844774
568,2,SPP_2021_HubAVG.csv,1005476,233,iMSR,1,8.977523148,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,183.8985601,216.4414021
569,3,SPP_2021_HubAVG.csv,1005476,233,Microreactor,1,8.977523148,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,22.99007849,27.05842187
570,4,SPP_2021_HubAVG.csv,1005476,233,PBR-HTGR,1,8.977523148,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,123.6229615,145.4993835
572,1,SPP_2021_HubAVG.csv,1002148,450,HTGR,1,23.94405914,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,131.4014175,172.0154566
573,2,SPP_2021_HubAVG.csv,1002148,450,iMSR,1,23.94405914,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,61.99143268,81.15197535
574,3,SPP_2021_HubAVG.csv,1002148,450,Microreactor,2,23.94405914,-15334699.42,-11772577.42,-3542022,0,0,-20100,0,Ethyl Alcohol,15.51327395,20.30817439
575,4,SPP_2021_HubAVG.csv,1002148,450,PBR-HTGR,1,23.94405914,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,41.67278141,54.55315974
576,0,SPP_2021_HubAVG.csv,1002148,233,iPWR,1,10.87030906,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,110.4354963,129.9782535
577,1,SPP_2021_HubAVG.csv,1002148,233,HTGR,1,10.87030906,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,321.9299242,378.898911
578,2,SPP_2021_HubAVG.csv,1002148,233,iMSR,1,10.87030906,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,151.8773359,178.7536754
579,3,SPP_2021_HubAVG.csv,1002148,233,Microreactor,1,10.87030906,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,18.98694514,22.34689072
580,4,SPP_2021_HubAVG.csv,1002148,233,PBR-HTGR,1,10.87030906,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,102.097189,120.1643924
582,1,SPP_2021_HubAVG.csv,1006662,450,HTGR,1,19.47137459,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,161.5850642,211.5283771
583,2,SPP_2021_HubAVG.csv,1006662,450,iMSR,1,19.47137459,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,76.23121439,99.79304178
584,3,SPP_2021_HubAVG.csv,1006662,450,Microreactor,2,19.47137459,-15338049.42,-11772577.42,-3542022,0,0,-23450,0,Ethyl Alcohol,19.08092796,24.97853217
585,4,SPP_2021_HubAVG.csv,1006662,450,PBR-HTGR,1,19.47137459,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,51.24525433,67.0843282
586,0,SPP_2021_HubAVG.csv,1006662,233,iPWR,1,8.839765151,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,135.8031526,159.8349913
587,1,SPP_2021_HubAVG.csv,1006662,233,HTGR,1,8.839765151,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,395.8790434,465.9341278
588,2,SPP_2021_HubAVG.csv,1006662,233,iMSR,1,8.839765151,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,186.7644165,219.8144028
589,3,SPP_2021_HubAVG.csv,1006662,233,Microreactor,1,8.839765151,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,23.34835352,27.48009755
590,4,SPP_2021_HubAVG.csv,1006662,233,PBR-HTGR,1,8.839765151,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,125.5494891,147.766831
592,1,SPP_2021_HubAVG.csv,1004039,450,HTGR,1,21.74667868,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,144.6787971,189.396658
593,2,SPP_2021_HubAVG.csv,1004039,450,iMSR,1,21.74667868,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,68.25532084,89.35192936
594,3,SPP_2021_HubAVG.csv,1004039,450,Microreactor,2,21.74667868,-15324649.42,-11772577.42,-3542022,0,0,-10050,0,Ethyl Alcohol,17.06960931,22.34554767
595,4,SPP_2021_HubAVG.csv,1004039,450,PBR-HTGR,1,21.74667868,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,45.8835833,60.06545194
596,0,SPP_2021_HubAVG.csv,1004039,233,iPWR,1,9.872725291,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,121.5943866,143.1118303
597,1,SPP_2021_HubAVG.csv,1004039,233,HTGR,1,9.872725291,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,354.4591457,417.1845306
598,2,SPP_2021_HubAVG.csv,1004039,233,iMSR,1,9.872725291,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,167.2236927,196.8157363
599,3,SPP_2021_HubAVG.csv,1004039,233,Microreactor,1,9.872725291,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,20.90546994,24.60491927
600,4,SPP_2021_HubAVG.csv,1004039,233,PBR-HTGR,1,9.872725291,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,112.4135399,132.3063333
602,1,SPP_2021_HubAVG.csv,1006030,450,HTGR,1,35.62476246,-129986205.6,-99121276.32,-26896000,0,-3886929.328,-82000,0,Ethyl Alcohol,88.38351316,115.7014183
603,2,SPP_2021_HubAVG.csv,1006030,450,iMSR,1,35.62476246,-61565567.78,-46484735.72,-11985000,-136497.5662,-2888834.49,-70500,0,Ethyl Alcohol,41.86122014,54.79984182
604,3,SPP_2021_HubAVG.csv,1006030,450,Microreactor,2,35.62476246,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Ethyl Alcohol,10.41764595,13.63757072
605,4,SPP_2021_HubAVG.csv,1006030,450,PBR-HTGR,1,35.62476246,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,28.0090441,36.66618366
606,0,SPP_2021_HubAVG.csv,1006030,233,iPWR,1,16.17320504,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,74.22573156,87.36077868
607,1,SPP_2021_HubAVG.csv,1006030,233,HTGR,1,16.17320504,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,216.3750328,254.6649384
608,2,SPP_2021_HubAVG.csv,1006030,233,iMSR,1,16.17320504,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,102.0795554,120.1436383
609,3,SPP_2021_HubAVG.csv,1006030,233,Microreactor,1,16.17320504,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,12.76147562,15.01975694
610,4,SPP_2021_HubAVG.csv,1006030,233,PBR-HTGR,1,16.17320504,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,68.62140162,80.76470185
612,1,SPP_2021_HubAVG.csv,1002349,450,HTGR,1,19.66065308,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,160.0294406,209.4919355
613,2,SPP_2021_HubAVG.csv,1002349,450,iMSR,1,19.66065308,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,75.49731562,98.83230684
614,3,SPP_2021_HubAVG.csv,1002349,450,Microreactor,2,19.66065308,-15324649.42,-11772577.42,-3542022,0,0,-10050,0,Ethyl Alcohol,18.88072118,24.71644474
615,4,SPP_2021_HubAVG.csv,1002349,450,PBR-HTGR,1,19.66065308,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,50.75190223,66.43848901
616,0,SPP_2021_HubAVG.csv,1002349,233,iPWR,1,8.925695262,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,134.4957385,158.2962161
617,1,SPP_2021_HubAVG.csv,1002349,233,HTGR,1,8.925695262,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,392.0678075,461.4484525
618,2,SPP_2021_HubAVG.csv,1002349,233,iMSR,1,8.925695262,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,184.9663843,217.6981894
619,3,SPP_2021_HubAVG.csv,1002349,233,Microreactor,1,8.925695262,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,23.12357253,27.21553914
620,4,SPP_2021_HubAVG.csv,1002349,233,PBR-HTGR,1,8.925695262,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,124.3407898,146.3442393
