,Unnamed: 0,LMPType,Facility ID,Temperature Req,Generator,Modules,Facility Demand,Profit,Annualized Capital Cost,Fixed Cost,Variable Cost,Fuel Cost,Start-Up Cost,Electric Wholesale Revenues,Industry,NGBE_Cost,Energy Breakeven Price [$/GJ]
669,2,SPP_2021_HubAVG.csv,1004792,450,iMSR,12,20.01655112,117415695.4,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,971571777,Ethyl Alcohol,-142.0897909,-186.0074322
674,2,SPP_2021_HubAVG.csv,1004792,233,iMSR,12,9.087268606,120486828.1,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974642909.7,Ethyl Alcohol,-357.2214996,-420.4357129
679,2,SPP_2021_HubAVG.csv,1006552,450,iMSR,12,21.65364909,116955670.2,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,971111751.8,Ethyl Alcohol,-130.8326561,-171.2709002
684,2,SPP_2021_HubAVG.csv,1006552,233,iMSR,12,9.830490998,120277982.3,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974434063.9,Ethyl Alcohol,-329.6418232,-387.975514
689,2,SPP_2021_HubAVG.csv,1000405,450,iMSR,12,19.52214051,117625124.9,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,971710706.5,Ethyl Alcohol,-145.9481634,-191.0583648
694,2,SPP_2021_HubAVG.csv,1000405,233,iMSR,12,8.862812259,120620400.4,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,974705982,Ethyl Alcohol,-366.6744078,-431.5614156
699,2,SPP_2021_HubAVG.csv,1002074,450,iMSR,12,17.57589432,118101520.9,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,972257602.5,Ethyl Alcohol,-162.7661266,-213.0744866
704,2,SPP_2021_HubAVG.csv,1002074,233,iMSR,12,7.974599197,120869988.6,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,974955570.2,Ethyl Alcohol,-408.3579357,-480.6212953
709,2,SPP_2021_HubAVG.csv,1002073,450,iMSR,12,66.12883993,104794703.3,-557816828.7,-143820000,-6749705.986,-142850777.5,-3172500,959204515.5,Ethyl Alcohol,-38.38613614,-50.25066592
714,2,SPP_2021_HubAVG.csv,1002073,233,iMSR,12,30.00613553,114678377.1,-557816828.7,-143820000,-6735159.302,-142542911.5,-3172500,968765776.5,Ethyl Alcohol,-102.968137,-121.189464
719,2,SPP_2021_HubAVG.csv,1006936,450,iMSR,12,21.13146168,117172905.1,-557816828.7,-143820000,-6735077.284,-142541175.6,-3172500,971258486.7,Ethyl Alcohol,-134.3147258,-175.829221
724,2,SPP_2021_HubAVG.csv,1006936,233,iMSR,12,9.593424322,120344598.1,-557816828.7,-143820000,-6735077.284,-142541175.6,-3243000,974500679.7,Ethyl Alcohol,-337.9748082,-397.783111
